年,生产厂家,新编码,新名称,新规格型号,客户名称,销售数量,销售含税总价,采购含税总价,采购含税单价,销售含税单价,返利金额,总毛利,大类,地区,毛利率
2020年,乐普(北京)医疗器械股份有限公司,10667777,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×12mm,曲靖市第二人民医院,3,33300,13386,4462,11100,,19914,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,德宏州人民医院,2,21900,8924,4462,10950,,12976,支架,云南,59.25%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,会泽县人民医院,1,11270,4462,4462,11270,,6808,支架,云南,60.41%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,昆明市延安医院,8,88600,35696,4462,11075,,52904,支架,云南,59.71%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,昆明医科大学第二附属医院,5,55900,22310,4462,11180,,33590,支架,云南,60.09%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,昆明医科大学第一附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,普洱市人民医院,4,45200,17848,4462,11300,,27352,支架,云南,60.51%
2020年,乐普(北京)医疗器械股份有限公司,10667778,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×29mm,曲靖市第二人民医院,15,166500,66930,4462,11100,,99570,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,德宏州人民医院,3,33000,13386,4462,11000,,19614,支架,云南,59.44%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,会泽县人民医院,1,11270,4462,4462,11270,,6808,支架,云南,60.41%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,昆明市延安医院,6,66200,26772,4462,11033.33,,39428,支架,云南,59.56%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,昆明医科大学第二附属医院,2,21800,8924,4462,10900,,12876,支架,云南,59.06%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,昆明医科大学第一附属医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,普洱市人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667779,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×18mm,曲靖市第二人民医院,14,155400,62468,4462,11100,,92932,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667780,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×18mm,德宏州人民医院,1,10900,4462,4462,10900,,6438,支架,云南,59.06%
2020年,乐普(北京)医疗器械股份有限公司,10667780,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×18mm,国药集团昆明医疗器械有限公司,0,0,0,4462,#DIV/0!,,0,支架,云南,#DIV/0!
2020年,乐普(北京)医疗器械股份有限公司,10667780,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×18mm,昆明市延安医院,4,44200,17848,4462,11050,,26352,支架,云南,59.62%
2020年,乐普(北京)医疗器械股份有限公司,10667780,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×18mm,昆明医科大学第二附属医院,3,32900,13386,4462,10966.67,,19514,支架,云南,59.31%
2020年,乐普(北京)医疗器械股份有限公司,10667780,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×18mm,普洱市人民医院,5,57100,22310,4462,11420,,34790,支架,云南,60.93%
2020年,乐普(北京)医疗器械股份有限公司,10667780,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×18mm,曲靖市第二人民医院,9,99900,40158,4462,11100,,59742,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667781,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×21mm,昆明市延安医院,5,55300,22310,4462,11060,,32990,支架,云南,59.66%
2020年,乐普(北京)医疗器械股份有限公司,10667782,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×29mm,红河哈尼族彝族自治州第三人民医院,1,11100,4462,4462,11100,,6638,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667782,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×29mm,昆明市延安医院,5,55300,22310,4462,11060,,32990,支架,云南,59.66%
2020年,乐普(北京)医疗器械股份有限公司,10667782,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×29mm,昆明医科大学第二附属医院,2,22400,8924,4462,11200,,13476,支架,云南,60.16%
2020年,乐普(北京)医疗器械股份有限公司,10667782,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×29mm,曲靖市第二人民医院,5,55500,22310,4462,11100,,33190,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,德宏州人民医院,1,10900,4462,4462,10900,,6438,支架,云南,59.06%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,会泽县人民医院,1,11270,4462,4462,11270,,6808,支架,云南,60.41%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,昆明市延安医院,10,110800,44620,4462,11080,,66180,支架,云南,59.73%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,昆明医科大学第二附属医院,1,10900,4462,4462,10900,,6438,支架,云南,59.06%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,普洱市人民医院,2,22600,8924,4462,11300,,13676,支架,云南,60.51%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,曲靖市第二人民医院,21,233100,93702,4462,11100,,139398,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667784,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×18mm,曲靖市第一人民医院,0,0,0,4462,#DIV/0!,,0,支架,云南,#DIV/0!
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,大理大学第一附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,大理市第一人民医院,13,149500,58006,4462,11500,,91494,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,德宏州人民医院,9,98800,40158,4462,10977.78,,58642,支架,云南,59.35%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,凤庆县人民医院,3,34821,13386,4462,11607,,21435,支架,云南,61.56%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,国药控股红河有限公司,9,77982.65,40158,4462,8664.74,,37824.65,支架,云南,48.50%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,国药控股曲靖有限公司,5,42826,22310,4462,8565.2,,20516,支架,云南,47.91%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,红河哈尼族彝族自治州第三人民医院,1,11100,4462,4462,11100,,6638,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,会泽县人民医院,7,73284,31234,4462,10469.14,,42050,支架,云南,57.38%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,昆明市第一人民医院,1,11000,4462,4462,11000,,6538,支架,云南,59.44%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,昆明市延安医院,66,730200,294492,4462,11063.64,,435708,支架,云南,59.67%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,昆明医科大学第二附属医院,19,212100,84778,4462,11163.16,,127322,支架,云南,60.03%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,昆明医科大学第一附属医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,普洱市人民医院,24,265960,107088,4462,11081.67,,158872,支架,云南,59.74%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,曲靖市第二人民医院,27,299700,120474,4462,11100,,179226,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,曲靖市第一人民医院,43,475700,191866,4462,11062.79,,283834,支架,云南,59.67%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,宜良县第一人民医院,3,29970,13386,4462,9990,,16584,支架,云南,55.34%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,云南城投健康医药有限公司,6,59007,26772,4462,9834.5,,32235,支架,云南,54.63%
2020年,乐普(北京)医疗器械股份有限公司,10667785,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×36mm,云南省第一人民医院,8,91780,35696,4462,11472.5,,56084,支架,云南,61.11%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,德宏州人民医院,1,11000,4462,4462,11000,,6538,支架,云南,59.44%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,会泽县人民医院,1,11270,4462,4462,11270,,6808,支架,云南,60.41%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,昆明市延安医院,4,44000,17848,4462,11000,,26152,支架,云南,59.44%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,昆明医科大学第二附属医院,3,33300,13386,4462,11100,,19914,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,昆明医科大学第一附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,普洱市人民医院,3,34100,13386,4462,11366.67,,20714,支架,云南,60.74%
2020年,乐普(北京)医疗器械股份有限公司,10667786,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×18mm,曲靖市第二人民医院,20,222000,89240,4462,11100,,132760,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667787,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×15mm,昆明市延安医院,2,22000,8924,4462,11000,,13076,支架,云南,59.44%
2020年,乐普(北京)医疗器械股份有限公司,10667787,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×15mm,昆明医科大学第二附属医院,1,11100,4462,4462,11100,,6638,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667787,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×15mm,昆明医科大学第一附属医院,5,57500,22310,4462,11500,,35190,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667787,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×15mm,普洱市人民医院,2,22600,8924,4462,11300,,13676,支架,云南,60.51%
2020年,乐普(北京)医疗器械股份有限公司,10667787,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×15mm,曲靖市第二人民医院,16,177600,71392,4462,11100,,106208,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667787,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×15mm,曲靖市第一人民医院,0,0,0,4462,#DIV/0!,,0,支架,云南,#DIV/0!
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,德宏州人民医院,1,11000,4462,4462,11000,,6538,支架,云南,59.44%
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,会泽县人民医院,2,22540,8924,4462,11270,,13616,支架,云南,60.41%
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,昆明市延安医院,6,66400,26772,4462,11066.67,,39628,支架,云南,59.68%
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,昆明医科大学第二附属医院,5,55900,22310,4462,11180,,33590,支架,云南,60.09%
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,昆明医科大学第一附属医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,曲靖市第二人民医院,27,299700,120474,4462,11100,,179226,支架,云南,59.80%
2020年,乐普(北京)医疗器械股份有限公司,10667788,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×24mm,曲靖市第一人民医院,0,0,0,4462,#DIV/0!,,0,支架,云南,#DIV/0!
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,大理大学第一附属医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,大理市第一人民医院,3,34500,13386,4462,11500,,21114,支架,云南,61.20%
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,德宏州人民医院,9,98800,40158,4462,10977.78,,58642,支架,云南,59.35%
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,凤庆县人民医院,11,127677,49082,4462,11607,,78595,支架,云南,61.56%
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,国药集团昆明医疗器械有限公司,0,0,0,4462,#DIV/0!,,0,支架,云南,#DIV/0!
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,国药控股红河有限公司,9,77903.8,40158,4462,8655.98,,37745.8,支架,云南,48.45%
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,国药控股曲靖有限公司,3,25695.6,13386,4462,8565.2,,12309.6,支架,云南,47.91%
2020年,乐普(北京)医疗器械股份有限公司,10667789,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×36mm,红河哈尼族彝族自治州第三人民医院,1,10900,4462,4462,10900,,6438,支架,云南,59.06%
